project_id,project,description,ticker
PRO1266,Dvision Network,"Dvision Network is a new VR content ecosystem
that is based on blockchain technology. Dvision Network presents a new virtual reality world,
where humanity can lead an affluent life, at the very center of the ICT based fourth industrial revolution.",DVI
PRO1267,Oasis Labs,"Oasis Labs is rethinking blockchain for the real world. Built from the ground up with cutting-edge technologies, Oasis is the first sMarcht contract platform to provide security, privacy, and high scalability.",ROSE
PRO1268,Bonded Finance,Algorithmic sMarcht instruments and Decemberentralised financial products for digital assets.,BOND
PRO1269,CertiK,Formal Verification Platform for SMarcht Contracts and Blockchain Ecosystems.,CTK
PRO1270,Kira Network,The first Decemberentralized network that enables Marchket access to any digital asset in the interchain ecosystem,KEX
PRO1271,Base Protocol,The Base Protocol (BASE) is a synthetic crypto asset that derives its price from the total Marchket cap of all cryptocurrencies (cmc) at a ratio of 1:1 trillion. BASE exists to maintain a Marchket rate that is stably pegged to it is underlying asset - the crypto industry. BASE’s peg to cmc is held stable through an elastic supply protocol.,BASE
PRO1272,API3,"Create powerful Decemberentralized applications with API3’s
Decemberentrally governed and quantifiably secure data feeds.",API3
PRO1273,Hard Protocol,"HARD Protocol is a cross-chain money Marchket for digital assets that aims to provide the ability to lend, borrow, and earn with a wide variety of assets including BTC, XRP, BNB, BUSD, KAVA, USDX, and others.",HARD
PRO1274,Axie Infinity,Axie Infinity is a Pokémon-inspired digital pet universe built on the Ethereum blockchain,AXS
PRO1275,PlasmaPay,,PPAY
PRO1276,YIELD,"YIELD is an inNovemberative platform that bridges traditional and Decemberentralized finance, by offering high-return investment funds that don’t rely on unstable national currencies or pure speculation.",YLD
PRO1277,Bifrost,Bifrost is the multichain middleware platform that enables developers to create DApp on top of multiple protocols.,BFC
PRO1278,Utopia Genesis Foundation,"We are a blockchain-powered music data providing platform that enables more data, more revenue, more efficiency, more transparency & fairness",UOP
PRO1279,AnRKey X,AnRKey X Ethereum-based protocol platform which we coined the term and call it - gDEX (Decemberentralized Finance Gaming Platform Exchange).,ANRX
PRO1280,Terra Virtua,"Terra Virtua is the first mass Marchket Non-Fungible Token (""NFT"") platform to collect, showcase and trade rare digital collectibles. Terra Virtua is also one of the first to tokenize major entertainment IPs and bring them to the blockchain world.",TVK
PRO1281,Unifi Protocol DAO,"A multi-chain, sMarcht-contract based DeFi solution",UNFI
PRO1282,Bonfida,"Bonfida provides a full product suite that bridges the gap between Serum, Solana, and the growing userbase actively trading on the Serum DEX. As the flagship Serum GUI, the platform brings the first Solana data analytics to the ecosystem, aiming to make Bonfida a one-stop solution to replicate prominent players in the Ethereum DeFi ecosystem. The Bonfida API is currently utilized by some of the largest Marchket makers in the cryptocurrency industry and has experienced an impressive growth with over 25%, week-over-week increase in usage.",FIDA
PRO1283,Tapmydata,"Powered by end-to-end-encryption and blockchain technology Tap helps empower the individual to take control of their data, and builds a personal data store for them to manage this. At the same time, the Tap platform helps organisations communicate and respond directly to their customers; de-risking and managing the data that they hold.",TAP
PRO1284,Exeedme,"Exeedme is a blockchain-powered tournament platform allowing gamers at all skill-levels, developers and organisers to monetise their skills.",XED
PRO1285,Whiteheart,Whiteheart is an on-chain hedging protocol built on top of the Hegic protocol. The core part of the hedging protocol is a new financial primitive called hedge contract. Hedge contract is a system of Ethereum sMarcht contracts that can automatically conduct the process of hedging users' holdings' Marchket value.,WHITE
PRO1286,UNION Finance,"UNION is a complete ecosystem
of products and modules
specifically designed for DeFi
and tailored to scale.",UNN
PRO1287,Fire Protocol,"Fire Protocol is a protocol on the Huobi SMarcht Chain that establishes bridging services, AMM-style Decemberentralized exchange, and lending Marchkets for digital assets.",FIRE
PRO1288,BiFi,"BiFi (Bifrost Finance) is the Decemberentralized Finance (DeFi) project powered by the multichain technology of Bifrost. Bifrost enables BiFi to be more scalable and transparent than other DeFi services. BiFi will connect directly to Bitcoin and other blockchain networks, thereby expanding the DeFi ecosystem currently limited to Ethereum. We offer lending and borrowing for ETH, USDT, and eventually BTC, and will later support more advanced derivative investment products.",BIFI
PRO1289,Stegos,Stegos protects and empowers users by keeping their private information safe from prying eyes,STG
PRO1290,CUDOS,"CUDOS is a scalable computing network for both blockchains and consumers of cloud services. CUDOS automatically and continuously generates passive income from anyone’s hardware, utilising spare computing power and providing instant ROI.",CUDOS
PRO1291,Poolz,"Poolz is a fully-Decemberentralized, swapping protocol that enables startups and project owners to auction their tokens for bootstrapping liquidity. As the blockchain-cryptocurrency community moves closer to absolute Decemberentralization, Poolz empowers inNovemberators in their pre-listing phase, bringing them closer to early-stage investors.",POOLZ
PRO1292,Furucombo,"Furucombo is a tool built for end-users to optimize their DeFi strategy simply by drag and drop. It visualizes complex DeFi protocols into cubes. Users setup inputs/outputs and the order of the cubes, then Furucombo bundles all the cubes into one transaction and sends out.",COMBO
PRO1293,Bounce,"Bounce is a Decemberentralized auction platform, incorporating liquidity mining, Decemberentralized governance and staking mechanisms. The first principle of Bounce is scarcity of resources, which creates a competitive swap environment.",BOT
PRO1294,YOP,"YOP is a yield optimization platform and protocol. All-in-one yOptimization application that makes it easy for everyone to access DeFi. Giving you control, custody, insights and flexibility directly in one single application. Our platform brings together all the tools and our protocol brings together all the contracts and pools.",YOP
PRO1295,DAO Maker,"The leader in blockchain SaaS solutions, token economics design, & community creation.",DAO
PRO1296,Maps.me,"Maps.me 2.0 aims to be the ultimate travel companion and your passport to the new financial system. Powered by Serum and running on the fast and scalable Solana blockchain, Maps.me and its 140mm users represent a one-in-a-kind opportunity to accelerate the worldwide adoption of DeFi. MAPS tokens will bind Maps.me’s users and provide familiar travel reward programs and discounts, as well as governance features on certain aspects of ecosystem.",MAPS
PRO1297,PAID Network,"PAID Network is an ecosystem DAPP that leverages blockchain technology to deliver DeFi powered SMarchT Agreements to make business exponentially more efficient. We allow users to create their own policy, to ensure they Get PAID.",PAID
PRO1298,Bridge Mutual,"Bridge Mutual is Decemberentralized, discretionary insurance platform for sMarcht contracts, stablecoins, exchanges and more.",BMI
PRO1299,Razor Network,"Razor network is a Decemberentralised oracle network. Razor Network consists of validators who lock in their tokens as a “Stake” and provide data to the network. The honest validators are rewarded and those who report incoherently are penalized. The core of Razor Network is a set of sMarcht contracts, that can run on any Ethereum compatible blockchain. Razor relies on the underlying blockchain for providing certain properties such as censorship resistance, security from network partition attacks, etc.",RAZOR
